seed,method,phase,average_finish_time,p95_finish_time,waiting_latency,service_latency,cache_hit_rate,cache_remote_loading_rate
52,discrete_sac_std_cache,tail,2.3774916821534684,3.204567191115885,0.2876536086127902,7.0360019085807455,0.10792710280373832,0.8920728971962617
52,discrete_sac_std_cache,evaluation,1.8969551462068939,2.257175511786695,0.6834226931654959,6.006854705784425,0.12198971264367817,0.8780102873563217
53,daoc_paper,tail,0.9990345569201141,1.5537323159513154,0.13705378886209124,2.8490672588074113,0.2592893309222423,0.7407106690777576
53,daoc_paper,evaluation,0.9851647496610141,1.2977599575155778,0.11199965853425344,2.9494992273554517,0.20121856321839082,0.7987814367816091
53,dqn_wdsa_std_cache,tail,1.017901886636306,1.5691513265516157,0.1388712966432165,2.7782056462297344,0.10477576853526219,0.8952242314647378
53,dqn_wdsa_std_cache,evaluation,1.0940574036405746,1.5164566879033856,0.13087067539246364,3.1214358296137403,0.11224419540229885,0.8877558045977014
53,daoc_our_coord_cache,tail,0.4474276890872969,0.8350638496799629,0.13080469624512436,1.0286763933646212,0.499625678119349,0.500374321880651
53,daoc_our_coord_cache,evaluation,0.5225284648046141,0.7090468078978404,0.13269511728504008,1.413014255540034,0.32060945402298846,0.6793905459770113
53,lean_our,tail,0.4068762631224139,0.8614764466211935,0.07236796708497183,0.9295591869602272,0.6579855334538879,0.3420144665461121
53,lean_our,evaluation,0.3927659828102945,0.519444507591011,0.079246943123227,0.9304583743918344,0.7035958620689654,0.2964041379310345
53,coord_cache_discrete_sac,tail,0.7009181853433019,1.1759514906847106,0.12411381418538205,1.7609013048954854,0.18204159132007233,0.8179584086799276
53,coord_cache_discrete_sac,evaluation,0.43721154503508136,0.548221092871399,0.12504123009187243,1.1765266022303187,0.45222626436781616,0.5477737356321839
53,discrete_sac_std_cache,tail,1.0973206574094192,1.9710892975139271,0.12787161959765594,3.4433662383662673,0.16652622061482822,0.8334737793851719
53,discrete_sac_std_cache,evaluation,0.7769135161217271,0.988060635167652,0.08460970403419854,2.550146183127515,0.3819112356321839,0.6180887643678161
54,daoc_paper,tail,0.8688226810383797,1.302530531218628,0.10913694782702064,2.2990649524483437,0.33455844155844155,0.6654415584415585
54,daoc_paper,evaluation,0.9609116787043935,1.2759874472249881,0.1088547087619187,3.2754090903591027,0.1301169252873563,0.8698830747126436
54,dqn_wdsa_std_cache,tail,1.0025713495006197,1.4120604676010102,0.08120991327668325,3.203003493913319,0.16464192949907236,0.8353580705009276
